member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
φαμελλος πετρου σωκρατης,18/05/2020,period 18 review 9,session 1,sitting 140,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' θεσσαλονικης,['βουλευτης'],male," Κύριε Πρόεδρε, θα θυμίσω στον Υφυπουργό ότι ένα σκέλος της ερώτησης και το πρώτο είναι αν ισχύουν όλα όσα δημοσιεύτηκαν σχετικά με τη μη επίτευξη στόχων, με τις παραλείψεις εκ μέρους του συστήματος, με την πλημμελή εφαρμογή των μεθόδων ανακύκλωσης και με την απώλεια ουσιαστικά πόρων από την κοινωνία μας για την ανακύκλωση. Αυτό είναι το ουσιαστικό. Θα ήθελα πρώτα από όλα σε αυτό μια απάντηση. Το δεύτερο είναι ότι ο κύριος Υπουργός θα έπρεπε να γνωρίζει ότι ο Ελληνικός Οργανισμός Ανακύκλωσης επέστρεψε πολλές φορές το επιχειρησιακό σχέδιο στο σύστημα για να το τροποποιήσει και γι’ αυτό η καθυστέρηση. Θα έπρεπε να σας έχουν δώσει όλη τη χρονολογική σειρά, κύριε Υφυπουργέ. Και τελικά δύο διοικητικά συμβούλια ακυρώθηκαν με μη συμβατούς τρόπους. Θα έλεγα ότι ήταν παράτυποι και το γνωρίζετε, γιατί έχουν βγει στη δημοσιότητα και σας ανέφερα τον λόγο που ακυρώθηκαν τα δύο διοικητικά συμβούλια, γιατί κάποιοι ήθελαν να κρύψουν κάτι για την ανακύκλωση, περιμένοντας και τις εκλογές. Γι’ αυτό και δικαιούται το Κοινοβούλιο να ρωτήσει: Εξαιτίας των εκλογών υπάρχει αλλαγή στάσης από τη μεριά της Κυβέρνησης επί των τυπικών υποχρεώσεων των συστημάτων ανακύκλωσης; Αυτά που η υπηρεσία εισήγαγε στο συμβούλιο, γιατί αυτά που σας διάβασα είναι υπηρεσιακές εισηγήσεις, ισχύουν ή όχι; Θα αλλάξουν με πολιτικούς όρους;Το Συμβούλιο που καθυστερημένα τοποθετήθηκε, ενέκρινε ένα σύστημα. Εσείς είπατε ότι δεν τοποθετήθηκε γρήγορα το Συμβούλιο του Οργανισμού Ανακύκλωσης, αλλά μπήκε τον Νοέμβριο μάλλον. Καθυστέρησε, λοιπόν, τέσσερις, πέντε μήνες. Για ποιο λόγο ενέκρινε ένα σύστημα, του οποίου η εισήγηση κατατέθηκε εκ των υστέρων, μετά την Ανταποδοτική και όχι την Ανταποδοτική που ήταν η σειρά της; Για ποιο λόγο, λοιπόν, εγκρίθηκε το σύστημα της Ελληνικής Εταιρείας Αξιοποίησης Ανακύκλωσης και όχι της Ανταποδοτικής που είχε όλα αυτά που εντοπίζονται;Όμως, προκύπτουν και κάποια επιπλέον ζητήματα και πρακτικά το ερώτημα πλέον γίνεται «Έχει αρμοδιότητα το Υπουργείο Περιβάλλοντος στην ανακύκλωση ή όχι;», διότι στη συνέχεια, αφού ανέλαβε η νέα Κυβέρνηση, βλέπουμε ότι ενώ υπάρχει εκκρεμότητα του ΕΟΑΝ, γιατί είπατε ότι δεν προλαβαίνει επειδή έχει πολλή δουλειά ή γιατί καθυστέρησε να τοποθετηθεί, το Υπουργείο Εσωτερικών ανακοινώνει πιλοτικό πρόγραμμα με σαράντα πέντε κέντρα Ανταποδοτικής Ανακύκλωσης σε πέντε δήμους. Το ερώτημα είναι αν είναι στο επιχειρησιακό πλαίσιο του συστήματος αυτή η πρωτοβουλία του Υπουργείου Εσωτερικών. Ανακοινώνει το Υπουργείο Εσωτερικών πρωτοβουλίες που αντιστοιχούν στο Υπουργείο Περιβάλλοντος, χωρίς να το ξέρει το Υπουργείο Περιβάλλοντος και χωρίς να έχει εγκρίνει το επιχειρησιακό σχέδιο του συστήματος;Στη συνέχεια, βλέπουμε ότι έρχεστε με έναν νόμο και αδειοδοτείτε εκ των υστέρων αυτές τις εγκαταστάσεις, παρ’ ότι σας έχουμε επισημάνει και μέσα στη Βουλή ότι δεν υπάρχει ο ορισμός στον νόμο τι είναι αυτό το οποίο απαλλάξατε από οικοδομική αδειοδότηση. Και γνωρίζετε ως καθηγητής ότι απαιτείται αυτός ο προσδιορισμός.Και βλέπουμε, κύριε Πρόεδρε, επιπλέον των πρωτοβουλιών του Υπουργείου Εσωτερικών που υπερβαίνει το Υπουργείο Περιβάλλοντος και κατά παράβαση αρμοδιότητας προχωράει –γιατί απουσιάζετε και από όλες αυτές τις συζητήσεις του Υπουργείου Περιβάλλοντος- και ένα απόσπασμα που θα καταθέσω, κύριε Πρόεδρε, από 21-1-2020 της Εκτελεστικής Επιτροπής του Ενιαίου Συνδέσμου της Αθήνας που λέει ότι εγκαθίσταται σε δέκα χιλιάδες σημεία εξοπλισμός του εν λόγω συστήματος, του οποίου, κύριε Υφυπουργέ, εκκρεμεί η αδειοδότηση και υπάρχουν σοβαρές καταγγελίες. Όμως, ενώ εκκρεμεί, άλλα αδειοδοτούνται και προχωράει η εγκατάσταση εξοπλισμού από τον κ. Πατούλη στην Αττική, χωρίς να του ορίζει κανείς αν είναι εντός του σχεδίου ή όχι.Άρα, κύριε Υφυπουργέ, το ερώτημα πλέον γίνεται πιο δύσκολο. Όλα αυτά που εξελίσσονται, ενώ δεν αδειοδοτείται το σύστημα, περιλαμβάνονται στον σχεδιασμό του; Αντιστοιχούν στην ίδια αρνητική κριτική που η υπηρεσία είχε διατυπώσει για το σύστημα; Και για ποιο λόγο δεν επιλύει αυτόν τον γόρδιο δεσμό το Υπουργείο Περιβάλλοντος; Και για ποιο λόγο απουσιάζει από τις πρωτοβουλίες που αναλαμβάνει και με τα νησιά, αλλά και με τους πέντε πιλοτικούς δήμους του Υπουργείου Εσωτερικών, εφόσον γνωρίζει ότι με τη συγκρότηση της νέας Κυβέρνησης, η Γενική Γραμματεία Αποβλήτων ήρθε στο Υπουργείο Περιβάλλοντος, άρα δεν υπάρχει αρμοδιότητα εναπομείνασα στο Υπουργείο Εσωτερικών.Το ερώτημα, λοιπόν, είναι εν τέλει, κύριε Υφυπουργέ, αν θα κάνει κάτι η Κυβέρνηση Μητσοτάκη για να βοηθήσει στην ανακύκλωση, γιατί μέχρι στιγμής βλέπουμε να υπάρχουν μόνο καθυστερήσεις και περίεργες εγκρίσεις, χωρίς να υπάρχει πιστοποίηση συστήματος και έλεγχος. Και αυτό μας ανησυχεί επί της ουσίας για τη χώρα μας.Συγγνώμη, αλλά ο χρόνος δεν μου επιτρέπει να επεκταθώ.Καταθέτω για τα Πρακτικά το έγγραφο που σας ανέφερα.  Τα υπόλοιπα είναι γραμμένα στην ερώτηση.Σας ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,18/05/2020,period 18 review 9,session 1,sitting 140,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' δυτικης αττικης,['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male," Ορίστε, κύριε Υπουργέ, έχετε τον λόγο για τη δευτερολογία σας."
δημητριος οικονομου,18/05/2020,period 18 review 9,session 1,sitting 140,εξωκοινοβουλευτικός,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],,['υφυπουργος περιβαλλοντος και ενεργειας(07/09/2019-27/07/2020)'],male," Ευχαριστώ.Επιμένετε ότι υπάρχει καθυστέρηση. Σας θυμίζω ότι το τελευταίο επιχειρησιακό σχέδιο της ανακύκλωσης προς τον ΕΟΑΝ κατατέθηκε στις 26 Μαρτίου. Μέχρι τον Ιούνιο πέρασαν ακόμα μήνες. Το ότι μέσα σ’ αυτό το διάστημα δεν έγινε καμμία κίνηση μέχρι να φτάσουν οι εκλογές για να προχωρήσει το ζήτημα, προφανώς είναι καθυστέρηση, αφού μάλιστα έχει προηγηθεί και ένα οκτάμηνο προηγουμένως. Άρα, δεν τίθεται θέμα ότι προηγουμένως υπήρξε καθυστέρηση.Δεύτερον, μέχρι τον Νοέμβρη του 2019, συνέχισε η προηγούμενη διοίκηση του ΕΟΑΝ. Η ίδια ήταν. Γιατί δεν έκανε τίποτα τότε; Δεν την είχε διορίσει η Κυβέρνηση Μητσοτάκη. Είχε διοριστεί σε προηγούμενη φάση. Αυτή, λοιπόν, συνέχισε να αδρανεί. Σε σχέση μ’ αυτό που αναφέρετε και στην ερώτηση για τις διακοπές των συνεδριάσεων, μπορεί να έχετε δίκιο, αλλά δεν είναι κάτι στο οποίο μπορεί το Υπουργείο Περιβάλλοντος να τοποθετηθεί. Αν έγιναν διακοπές των συνεδριάσεων, ο ΕΟΑΝ είναι ο αρμόδιος φορέας για να χειριστεί αυτό το θέμα, με όποιον τρόπο το προβλέπει η κείμενη νομοθεσία.Άρα, λοιπόν, δεν υπάρχει θέμα καθυστέρησης. Αν υπάρχει μία καθυστέρηση τώρα, υπήρξαν προηγουμένως πέντε.Αναφορικά με το τρίτο ερώτημά σας για το ποια είναι τα επιμέρους στοιχεία αξιολόγησης και συμμόρφωσης του φορέα ΣΕΔ, δηλαδή της ανακύκλωσης, είναι αρμοδιότητα του ΕΟΑΝ και όχι του Υπουργείου Περιβάλλοντος. Μπορείτε να τα μάθετε, λοιπόν, από τα έγγραφα που θα καταθέσουμε.Αναφορικά με το τέταρτο και το πέμπτο ερώτημα σχετικά με το επιχειρησιακό σχέδιο στο οποίο προχωρεί το πιλοτικό πρόγραμμα του Υπουργείου Εσωτερικών, αυτά πρέπει να τα μάθετε από το Υπουργείο Εσωτερικών. Δεν ξέρω αν είχατε υποβάλει την αίτηση και στο Υπουργείο Εσωτερικών. Είναι αρμοδιότητα του Υπουργείου Εσωτερικών. Επί του έκτου ερωτήματος, όμως, για το αν είναι σε γνώση του Υπουργείου Περιβάλλοντος στοιχεία από την αξιολόγηση του πιλοτικού προγράμματος της ανταποδοτικής ανακύκλωσης τα οποία καταγράφονται σύμφωνα με δηλώσεις του Υπουργού Εσωτερικών από ανεξάρτητη επιστημονική ομάδα, μπορώ να σας απαντήσω ότι τα συγκεκριμένα που ζητάτε δεν είναι σε γνώση του Υπουργείου Περιβάλλοντος. Ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,18/05/2020,period 18 review 9,session 1,sitting 140,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' δυτικης αττικης,['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male," Κι εμείς ευχαριστούμε, κύριε Υπουργέ.Προχωράμε στην δεύτερη με αριθμό 4994/17-3-2020 ερώτηση του κύκλου αναφορών-ερωτήσεων του Βουλευτή Β΄ Θεσσαλονίκης του Συνασπισμού Ριζοσπαστικής Αριστεράς κ. Σωκράτη Φάμελλου προς τον Υπουργό Περιβάλλοντος και Ενέργειας, με θέμα: «Αυξήσεις στα τιμολόγια ύδρευσης-αποχέτευσης από την αύξηση των τιμολογίων της ΔΕΗ».Ορίστε, κύριε Φάμελλε, έχετε τον λόγο για την πρωτολογία σας για δύο λεπτά."
φαμελλος πετρου σωκρατης,18/05/2020,period 18 review 9,session 1,sitting 140,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' θεσσαλονικης,['βουλευτης'],male," Ευχαριστώ, κύριε Πρόεδρε.Πάλι το πλαίσιο είναι το ίδιο. Η Κυβέρνηση δεν απαντά στην ερώτηση. Έρχεται ο κύριος Υφυπουργός ο οποίος δεν έχει την αρμοδιότητα. Ο κ. Χατζηδάκης απουσιάζει και ο κ. Θωμάς που εν μέρει έχει το θέμα της ενέργειας και θα μπορούσε να μας βοηθήσει, δεν χρεώθηκε σ’ αυτήν την ερώτηση.Υπάρχουν σοβαρά προβλήματα, από ό,τι φαίνεται, στο επιτελικό κράτος να καταλάβει τι σημαίνει επιτελικότητα και οι Βουλευτές και οι πολίτες παραμένουν χωρίς απαντήσεις. Βέβαια, εδώ πρέπει να πω ότι στον κύριο Υφυπουργό είχα υποσχεθεί σε μία παλαιότερη συζήτησή μας ότι θα καταθέσω έγγραφα που αφορούν στο θέμα για το πώς επηρεάζει το κόστος ενέργειας το κόστος ύδρευσης των πολιτών και κατά πώς μπορούν οι πολίτες και οι δήμοι να ανταποκριθούν στις υποχρεώσεις και στα προβλήματα που δημιουργεί η Κυβέρνηση του κ. Μητσοτάκη.Έτσι, λοιπόν, στις 17 Μαρτίου υποβάλαμε μία ερώτηση σχετικά με το πόσο σημαντική επίπτωση στα τιμολόγια ύδρευσης έχει η αδικαιολόγητη και άδικη αύξηση της ενέργειας που έκανε την 1η Σεπτεμβρίου ο κ. Χατζηδάκης στη ΔΕΗ. Μάλιστα, πρέπει να πω ότι τότε δεν ήταν ακόμα τόσο έντονες οι επιπτώσεις της πανδημίας –ή, τουλάχιστον, δεν ήταν η εικόνα που έχουμε σήμερα- διότι τώρα γίνεται διπλά επίκαιρη ερώτηση αυτή η ερώτηση, διότι –πρώτον- προφανώς δεν θέλει κανείς να γίνονται αυξήσεις στα τιμολόγια ύδρευσης, αλλά και –δεύτερον- διότι αυτήν την περίοδο που ζητήσαμε από την κοινωνία να μείνει σπίτι για να μπορέσει να προφυλαχθεί, καταλαβαίνετε πόσο επώδυνο θα είναι για την κοινωνία, για τις ευάλωτες κοινωνικές ομάδες ή για τους επιχειρηματίες να κοπεί το νερό ή να αυξηθεί το νερό.Ως εκ τούτου, λοιπόν, δημιουργούνται δύο προβλήματα. Το ένα είναι αν έχει ευθύνη η Κυβέρνηση διότι αύξησε το κόστος ενέργειας και οι δήμοι δεν μπορούν να ανταποκριθούν και αυξάνουν τα τιμολόγια ύδρευσης και το δεύτερο είναι αν θα κάνει τουλάχιστον κάτι τώρα που είναι η πανδημία μπροστά και έχουμε μπροστά και την κρίση που μπορεί να έρθει, διότι η Κυβέρνηση αδυνατεί να κατανοήσει ή δεν θέλει να πάρει μέτρα, για να λύσει το ζήτημα της οικονομικής κρίσης.Κι έτσι, λοιπόν, εμείς υποβάλλουμε ημέρα την απόφαση του Διοικητικού Συμβουλίου της ΔΕΥΑ Θέρμης, της Δημοτικής Επιχείρησης Ύδρευσης και Αποχέτευσης Θέρμης, η οποία λέει: «Εφ’ όσον το ενεργειακό κόστος είναι 44% του κόστους του ετήσιου και εφ’ όσον έχω μία αύξηση του κόστους ενέργειας 18,7% με επιλογή της Κυβέρνησης Μητσοτάκη, υποχρεούμαι να αυξήσω τα τιμολόγια ύδρευσης και τα έσοδά μου 17%».Άρα, κύριε Πρόεδρε, οι πολίτες και οι επιχειρηματίες της περιοχής θα πρέπει να πληρώσουν αυτήν τη χρονιά 17% περισσότερο ύδρευση –και αποχέτευση, προφανώς- για να καλύψουν μία αύξηση κόστους που η μισή είναι η ενέργεια, δηλαδή η απόφαση του κ. Χατζηδάκη.Άρα, λοιπόν, προκύπτει ένα ζήτημα πώς θα γίνει αυτό όχι μόνο κοινωνικά και οικονομικά αποδεκτό, αλλά πώς θα γίνει διότι υπερβαίνει το ανώτατο όριο αυξήσεων των τιμολογίων ύδατος, το οποίο έχει θεσπιστεί με υπουργική απόφαση και οι θεσμοί και η ευρωπαϊκή οδηγία 2060 επέβαλαν στην Ελλάδα. Δηλαδή, κάναμε μία μεταρρύθμιση, ότι δηλαδή το κόστος ύδατος θα προκύπτει με βάση την ανάλυση κόστους, χωρίς μεγάλες αυξήσεις, με οικολογικό και κοινωνικό τιμολόγιο και έρχεται τώρα μία μεταρρύθμιση της κυβέρνησης του ΣΥΡΙΖΑ, με την έγκριση των ευρωπαϊκών θεσμών, σαφέστατα περιβαλλοντική και κοινωνικά ωφέλιμη, να την καταργήσει η Κυβέρνηση Μητσοτάκη, διότι αυξάνει τόσο πολύ το κόστος ενέργειας που αναγκάζονται οι δήμοι ή να κλείσουν τις επιχειρήσεις ύδρευσης ή να αυξήσουν ένα κόστος κατά 17,7% στους πολίτες.Αυτή είναι η ερώτηση. Πώς θα γίνει κάτι τέτοιο κατά παράβαση υπουργικής απόφασης και νομοθεσίας, που και η Ευρώπη μας έλεγε ότι πρέπει να τη λάβουμε. Άρα καταργείται η μεταρρύθμιση αυτή, κύριε Οικονόμου;Σας καταθέτω για τα Πρακτικά το προαναφερθέν έγγραφο.  Ευχαριστώ πολύ."
μπουρας κωνσταντινου αθανασιος,18/05/2020,period 18 review 9,session 1,sitting 140,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' δυτικης αττικης,['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male," Κύριε Υπουργέ, έχετε τον λόγο για τρία λεπτά."
δημητριος οικονομου,18/05/2020,period 18 review 9,session 1,sitting 140,εξωκοινοβουλευτικός,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],,['υφυπουργος περιβαλλοντος και ενεργειας(07/09/2019-27/07/2020)'],male," Όσον αφορά το πρώτο ερώτημα, γνωρίζετε ότι ο μηχανισμός παρακολούθησης και εποπτείας των υπηρεσιών ύδατος χρησιμοποιεί ένα πληροφορικό σύστημα, το οποίο ενημερώνεται ετησίως με ηλεκτρονικά στοιχεία σχετικά με τη δραστηριότητά του.Τα στοιχεία του προηγούμενου έτους υποβάλλονται εντός του τελευταίου εξαμήνου κάθε τρέχοντος έτους. Αυτά αξιοποιούνται από τις Διευθύνσεις Ύδατος των Αποκεντρωμένων Διοικήσεων για τη σύνταξη των ετήσιων εκθέσεων και για τη συνέχιση της όλης διαδικασίας ελέγχου αυτών των θεμάτων.Βάσει των ανωτέρω, στον μηχανισμό παρακολούθησης έχουν εισαχθεί από τους παρόχους στοιχεία για τα έτη 2017 και 2018. Τα στοιχεία για το 2019 θα εισαχθούν το τελευταίο εξάμηνο 2020. Όταν εισαχθούν -αυτή η νομοθεσία δεν είναι της Κυβερνήσεως Μητσοτάκη, είναι από την προηγούμενη περίοδο- αυτά τα στοιχεία και όταν και η ΔΕΥΑ Θέρμης εισαγάγει τα στοιχεία για το 2019 -για το 2018 κατατέθηκαν πολύ πρόσφατα, δύο εβδομάδες πριν- προφανώς θα καταχωριστούν στο σύστημα και από εκεί και πέρα θα ακολουθηθεί η κανονική διαδικασία. Για την ώρα δεν μπορούμε να αξιολογήσουμε στοιχεία τα οποία δεν έχουμε.Έχω πάντως εδώ -και θα τα καταθέσω στα Πρακτικά για να μην σας μπλέξω τώρα με νούμερα- συγκριτικά στοιχεία για το κόστος του ηλεκτρικού, για την τρέχουσα χρέωση. Θα τα καταθέσω στα Πρακτικά για να μπορείτε να τα επεξεργαστείτε.Μετά την εισαγωγή των στοιχείων της ΔΕΥΑ Θέρμης για το 2019, που δεν έχει γίνει ακόμα κανονικά, όπως σας είπα, θα αξιολογηθούν αυτά τα στοιχεία, θα αξιοποιηθούν από τη Διεύθυνση Υδάτων της Αποκεντρωμένης Διοίκησης Μακεδονίας - Θράκης σε συνεργασία με τη Γενική Διεύθυνση Υδάτων στο πλαίσιο της σύνταξης της σχετικής έκθεσης και μετά η Διεύθυνση Υδάτων θα εκδώσει σχετικές συστάσεις για συμμόρφωση του παρόχου, ζητώντας από τον πάροχο να προβεί στις δέουσες διορθωτικές ενέργειες. Αυτό μπορεί να κάνει. Δεν μπορεί αυτήν τη στιγμή να διατάξει τον πάροχο να κάνει κάτι άλλο. Κινείται μέσα στο πλαίσιο των αρμοδιοτήτων που έχει από τη νομοθεσία, η οποία νομοθεσία υπάρχει από πριν, δεν είναι κάτι καινούργιο.Όσον αφορά το δεύτερο ερώτημα, αναφέρθηκα στα λειτουργικά και οικονομικά στοιχεία του έτους 2019, οπότε και υπήρξαν μεταβολές στην τιμολογιακή πολιτική της ΔΕΗ και για την περίπτωση της περιοχής Θέρμης επομένως που καλύπτει η ΔΕΥΑ Θέρμης, αλλά και για όλη τη χώρα. Αυτά θα καταχωριστούν στο δεύτερο εξάμηνο όπως είπα. Επομένως, αυτήν τη στιγμή δεν ξέρουμε αν υπάρχουν αντίστοιχες αποφάσεις αύξησης και από άλλες αντίστοιχες υπηρεσίες με τη ΔΕΥΑΘ. Δεν το γνωρίζουμε ακόμα γιατί δεν έχουν κατατεθεί. Άρα σε αυτό που ρωτάτε δεν είναι δυνατό να απαντήσουμε αυτήν τη στιγμή. Όταν θα έχουμε τα στοιχεία θα μπορούμε να απαντήσουμε.Θα συνεχίσω στη δευτερολογία μου."
μπουρας κωνσταντινου αθανασιος,18/05/2020,period 18 review 9,session 1,sitting 140,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' δυτικης αττικης,['γ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male," Ευχαριστούμε, κύριε Υπουργέ.Κύριε Φάμελλε, έχετε τον λόγο για τη δευτερολογία σας για τρία λεπτά."
φαμελλος πετρου σωκρατης,18/05/2020,period 18 review 9,session 1,sitting 140,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],β' θεσσαλονικης,['βουλευτης'],male," Κύριε Πρόεδρε, επισήμανα εξαρχής ότι υπάρχει μια αναντιστοιχία. Ο κύριος Υπουργός δεν έχει αυτό το χαρτοφυλάκιο, δεν γνωρίζει το θέμα, δεν του έχουν δοθεί και τα στοιχεία, αλλά εμείς πρέπει να κάνουμε τον κοινοβουλευτικό έλεγχο. Δεν μπορεί μία κυβέρνηση η οποία διατείνεται ότι έχει έναν πράσινο Πρωθυπουργό να λέει ότι δεν γνωρίζει το Υπουργείο Περιβάλλοντος τι γίνεται με την τιμολογιακή πολιτική του νερού ή τι κάνει με την ανακύκλωση το Υπουργείο Εσωτερικών, όταν όλη η αρμοδιότητα είναι στο Υπουργείο Περιβάλλοντος. Είναι απαράδεκτα αυτά και οφείλω να τα πω δημοσίως, γιατί, κύριε Υφυπουργέ, λέτε ότι δεν τα γνωρίζετε, όμως εμείς φρόνιμα σκεφτήκαμε και τον Δεκέμβριο του 2019 σας κάναμε μία ερώτηση για την τιμολόγηση του νερού έτσι κι αλλιώς. Δεν είναι η πρώτη φορά που το κάνουμε, κύριε Πρόεδρε. Προειδοποιήσαμε: Προσέξτε αν οι δήμοι στέλνουν κι αν πράγματι τηρείται ο κανόνας του κόφτη αυξήσεων με οικολογικό τιμολόγιο, κοινωνικό τιμολόγιο και με τη βάση δεδομένων. Όμως η Κυβέρνηση τι έκανε, κύριε Πρόεδρε; Κατήργησε την Ειδική Γραμματεία Υδάτων, διέλυσε τις βάσεις δεδομένων, σταμάτησε τον έλεγχο των δήμων και διέκοψε τη μεταρρύθμιση και στο νερό, όπως και στην ανακύκλωση. Πρακτικά αυτό που κάνει η Κυβέρνηση είναι ότι κλείνει το Υπουργείο Περιβάλλοντος. Και δεν γνωρίζετε εσείς, κύριε Υφυπουργέ, ενώ σας κάναμε ερώτηση από τον Δεκέμβριο για να σας ενημερώσουμε, τι θα απαντήσετε σε μία ερώτηση που έγινε τον Μάρτιο και που δεν την απαντήσατε ούτε αυτή. Κύριε Υφυπουργέ, συγγνώμη, τι θα κάνουμε δηλαδή; Θα σας αντικαταστήσουμε σε όλα; Να προκηρύξετε εκλογές, να σας αντικαταστήσουμε αν δεν μπορείτε να διοικήσετε το Υπουργείο Περιβάλλοντος. Όμως είναι περίεργο να μου λέτε ότι δεν γνωρίζετε, όταν σας δώσαμε έγγραφα που δείχνουν ότι αυξάνεται το κόστος του νερού και λέτε «δεν το ξέρουμε γιατί περιμένουμε να μας ενημερώσει ο δήμος το άλλο εξάμηνο». Μα είναι δυνατόν; Δεν θα κάνετε τίποτα για να στηρίξετε την κοινωνία; Εγώ σας λέω ότι υπάρχουν δήμοι οι οποίοι αδυνατούν να καλύψουν το κόστος και έρχομαι επισήμως και σας λέω: Η ένωση των ΔΕΥΑ, κύριε Πρόεδρε, όλες οι ΔΕΥΑ στην Ελλάδα έχουν καταθέσει ντοκουμέντα που λένε ότι έχουν μία αύξηση 20%. Η Ένωση των ΔΕΥΑ τώρα πια. Δεύτερο δεδομένο σάς καταθέτω. Άρα για όλη την Ελλάδα με αυτό το μεγάλο πρόβλημα της αύξησης του κόστους ενέργειας και άρα του κόστους νερού και αποχέτευσης δεν θα κάνει τίποτα Κυβέρνηση; Πρέπει να σας πω ότι σήμερα η ΔΕΗ πουλάει υπερδιπλάσια από το κόστος παραγωγής ενέργεια, διότι έκανε άδικες αυξήσεις και τώρα έχει πέσει πάρα πολύ η τιμή της πρώτης ύλης. Δεν θα κάνει τίποτα γι’ αυτό η Κυβέρνηση; Δηλαδή υπερδιπλάσια του κόστους θα πουλάμε, κύριε Πρόεδρε, την ενέργεια, αλλά δεν θα βοηθήσουμε την ύδρευση και την αποχέτευση, όταν η Ένωση των ΔΕΥΑ μας λέει ότι σε ΔΕΥΑ τουριστικής περιοχής, κύριε Πρόεδρε, το κόστος άντλησης από 750.000 ευρώ το 2010 πήγε σήμερα στα 3,5 εκατομμύρια -η ένωση των ΔΕΥΑ το λέει αυτό- γνωρίζοντας ότι από το 2015 έως το 2019 δεν έγινε αύξηση του κόστους ενέργειας αλλά μείωση;Άρα οι κυβερνήσεις της Νέας Δημοκρατίας και πριν και μετά καταστρέφουν και πενταπλασιάζουν το ενεργειακό κόστος για τους δήμους, για τις επιχειρήσεις ύδρευσης, το βασικό αγαθό που είναι το νερό και δεν μπορούν έτσι να αντεπεξέλθουν οι δήμοι σε μεγάλες, μείζονος σημασίας υπηρεσίες γιατί αντιμετωπίζουν μία στενότητα που δεν μπορεί να λυθεί με μία δανειοδότηση δεκαοκτώ μηνών από τη μεριά των δήμων.Δεν γνωρίζετε τι γίνεται με το κόστος ύδρευσης, δεν έχετε δεδομένα. Το δεύτερο ερώτημα, κύριε Υφυπουργέ, είναι: Θα κάνετε κάτι για να βοηθήσετε τις ΔΕΥΑ; Και επειδή από ό,τι κατάλαβα δεν γνωρίζετε αρκετά πράγματα που γίνονται στο Υπουργείο θα μου επιτρέψετε, κύριε Πρόεδρε, να σας πω ότι καταθέτω δύο πολύ σημαντικά έγγραφα -και κλείνω με αυτό, κύριε Πρόεδρε- του Υπουργείου Οικονομικών και του Υπουργείου Περιβάλλοντος στα Πρακτικά και παρακαλώ τον κύριο Υπουργό να τα δώσει στον κ. Χατζηδάκη. Τα έγγραφα αυτά είναι του Μαΐου του 2019.Θα μου πείτε τώρα: Τι μας λες, κύριε Φάμελλε; Με τα έγγραφα αυτά αποδεικνύεται ότι στο τέλος Μαΐου του 2019 το Υπουργείο Οικονομικών ενέκρινε 282.000 ευρώ, κύριε Οικονόμου, για να δώσετε στους φορείς προστασίας προστατευόμενων περιοχών που αφήσατε από τον Ιούλιο χωρίς ούτε 1 ευρώ. Και αποδεικνύουμε σήμερα από την Κοινοβουλευτική Ομάδα του ΣΥΡΙΖΑ ότι με σχέδιο ο κ. Χατζηδάκης έβαλε βρόχο στους φορείς προστατευόμενων περιοχών, ενώ είχαν εγκριθεί οι χρηματοδοτήσεις από το Υπουργείο Οικονομικών. Καταθέτω τα έγγραφα και του Υπουργείου Περιβάλλοντος και την έγκριση του προϋπολογισμού από το Υπουργείο Οικονομικών, το Γενικό Λογιστήριο του Κράτους, διότι είναι απαράδεκτο να κλείνετε φορείς και ταυτόχρονα να λέτε ψέματα, διότι είχαν και εγκεκριμένη χρηματοδότηση οι οκτώ νέοι φορείς. Καταθέτω τον κατάλογο με την καταβολή χρηματοδότησης γι’ αυτούς τους φορείς. Είναι εκτός θέματος, αλλά αφού δεν γνωρίζετε πολλά πράγματα στο Υπουργείο Περιβάλλοντος, θα σας ενημερώσουμε εμείς για ορισμένα.Ευχαριστώ πολύ. "
